epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,407.416,0.8562,1.32911,1.15994,0.79765,0.49284,0.51321,0.34406,1.22994,3.39424,1.27491,0.00072167,0.00072167,0.00072167
29,421.027,0.82534,1.38057,1.10984,0.82793,0.66667,0.61967,0.40149,1.13688,3.30407,1.30929,0.000717546,0.000717546,0.000717546
30,434.851,0.84359,1.278,1.09429,0.82584,0.66667,0.66755,0.42248,1.07087,3.36261,1.39287,0.000713423,0.000713423,0.000713423
31,448.359,0.81889,1.3678,1.08035,0.94346,0.4998,0.64177,0.42444,1.13753,3.37441,1.42774,0.000709299,0.000709299,0.000709299
32,461.941,0.93638,1.44236,1.19597,0.9033,0.66667,0.67271,0.42661,1.14959,3.37884,1.4303,0.000705176,0.000705176,0.000705176
33,475.62,0.89479,1.37775,1.12073,0.93558,0.66667,0.80139,0.58323,1.1505,3.07613,1.42025,0.000701053,0.000701053,0.000701053
34,489.19,0.88239,1.31836,1.10311,0.94523,0.6289,0.78287,0.6044,0.95342,2.74271,1.33617,0.000696929,0.000696929,0.000696929
35,502.631,0.87666,1.32587,1.16001,0.9093,0.66667,0.88444,0.65639,0.91477,2.56907,1.31482,0.000692806,0.000692806,0.000692806
36,516.575,0.79501,1.23894,1.1213,0.94049,0.66667,0.88444,0.63979,0.99471,2.49748,1.2572,0.000688683,0.000688683,0.000688683
37,530.148,0.78648,1.13629,1.04173,0.96001,0.66667,0.82917,0.58128,1.05623,2.64779,1.26094,0.000684559,0.000684559,0.000684559
38,543.623,0.82117,1.2801,1.09856,0.81303,0.5,0.91167,0.57169,1.40865,2.91873,1.39917,0.000680436,0.000680436,0.000680436
39,557.428,0.85859,1.32407,1.07008,0.96673,0.66667,0.93944,0.58026,1.3892,2.96692,1.347,0.000676313,0.000676313,0.000676313
40,571.552,0.82508,1.09911,1.08249,0.97595,0.66667,0.895,0.67916,1.00902,2.49865,1.2225,0.000672189,0.000672189,0.000672189
41,585.528,0.82195,1.29565,1.11621,0.94559,0.65592,0.895,0.69792,0.91694,2.48164,1.25205,0.000668066,0.000668066,0.000668066
42,599.208,0.75573,1.17669,1.07065,0.92513,0.64991,0.72364,0.56406,0.99961,2.76378,1.37498,0.000663943,0.000663943,0.000663943
43,612.728,0.8419,1.23348,1.14603,0.943,0.66667,0.85397,0.63676,1.01468,2.82008,1.46916,0.000659819,0.000659819,0.000659819
44,626.5,0.80433,1.18664,1.09635,0.92981,0.66667,0.85611,0.58188,0.9007,2.96899,1.31967,0.000655696,0.000655696,0.000655696
45,640.024,0.80591,1.33611,1.17865,0.92375,0.66667,0.72967,0.57924,0.79942,2.91208,1.16639,0.000651573,0.000651573,0.000651573
46,653.517,0.80546,1.13081,1.07246,0.92165,0.66306,0.78287,0.62002,0.72844,2.73757,1.06913,0.000647449,0.000647449,0.000647449
47,666.885,0.8021,1.16209,1.11281,0.92539,0.66667,0.7875,0.67789,0.73158,2.80431,1.01444,0.000643326,0.000643326,0.000643326
48,680.394,0.73394,1.07008,1.06492,0.93161,0.66667,0.76544,0.60608,0.75482,2.8808,1.01361,0.000639203,0.000639203,0.000639203
49,694.196,0.81311,1.09201,1.07794,0.98884,0.66667,0.77361,0.63201,0.71585,2.72091,1.01223,0.000635079,0.000635079,0.000635079
50,707.68,0.73374,1.13913,1.11478,0.93952,0.6545,0.69471,0.57032,0.73735,2.7606,0.99175,0.000630956,0.000630956,0.000630956
51,721.073,0.84456,1.18905,1.09165,0.96724,0.66264,0.72574,0.59551,0.76195,2.65928,0.98711,0.000626832,0.000626832,0.000626832
52,734.567,0.812,1.12852,1.09516,0.97257,0.66667,0.68334,0.57616,0.71915,2.52768,0.96775,0.000622709,0.000622709,0.000622709
53,748.159,0.78965,1.08987,1.06425,0.94074,0.66667,0.67757,0.57473,0.65732,2.3506,0.93717,0.000618586,0.000618586,0.000618586
54,761.803,0.75596,1.09523,1.07603,0.92238,0.66667,0.70732,0.57769,0.68738,2.34299,0.93698,0.000614462,0.000614462,0.000614462
55,775.281,0.75859,1.12817,1.08283,0.94154,0.66667,0.66333,0.53899,0.7706,2.44116,0.95565,0.000610339,0.000610339,0.000610339
56,788.787,0.84218,1.43694,1.2031,0.95801,0.66667,0.66333,0.48919,0.87201,2.55142,0.98821,0.000606216,0.000606216,0.000606216
57,802.585,0.75811,1.05681,1.05406,0.97068,0.66667,0.66333,0.4809,0.92107,2.6125,1.01624,0.000602092,0.000602092,0.000602092
58,816.077,0.73428,1.02611,1.06313,0.98727,0.66667,0.66333,0.49747,0.87483,2.60311,1.02084,0.000597969,0.000597969,0.000597969
59,829.709,0.71477,0.99062,1.05061,0.98433,0.66667,0.66775,0.56516,0.75008,2.53322,0.99836,0.000593846,0.000593846,0.000593846
60,843.278,0.76446,1.05154,1.08843,0.98093,0.66667,0.67532,0.54255,0.71492,2.58491,0.98184,0.000589722,0.000589722,0.000589722
61,858.466,0.72847,0.98305,1.0592,0.97476,0.66667,0.68502,0.54718,0.73664,2.5732,1.00132,0.000585599,0.000585599,0.000585599
62,873.789,0.75478,0.99533,1.03569,0.97847,0.66667,0.68885,0.55591,0.74527,2.55537,1.01411,0.000581476,0.000581476,0.000581476
63,889.081,0.7333,0.98258,1.03643,0.98031,0.66667,0.68987,0.58072,0.69502,2.38802,1.01195,0.000577352,0.000577352,0.000577352
64,904.896,0.79159,0.98452,1.12107,0.97335,0.66667,0.84283,0.62534,0.78267,2.38177,1.02564,0.000573229,0.000573229,0.000573229
65,921.478,0.81876,1.02376,1.04067,0.9641,0.66667,0.93944,0.62356,0.84045,2.34777,1.05345,0.000569106,0.000569106,0.000569106
66,937.792,0.79492,1.03292,1.12017,0.97305,0.66667,0.91167,0.62493,0.87339,2.30957,1.06166,0.000564982,0.000564982,0.000564982
67,953.24,0.77759,0.97746,1.04463,0.6824,0.83333,0.87,0.60363,0.86859,2.25297,1.05158,0.000560859,0.000560859,0.000560859
68,968.685,0.69676,0.94026,1.05456,0.63378,0.83333,0.86167,0.63312,0.80062,2.25467,1.02163,0.000556736,0.000556736,0.000556736
69,983.949,0.69573,0.92496,1.05832,0.95203,0.60729,0.86537,0.65902,0.70146,2.30893,0.99625,0.000552612,0.000552612,0.000552612
70,999.364,0.78448,1.09149,1.05695,0.96011,0.59478,0.83646,0.65046,0.70103,2.49758,1.01103,0.000548489,0.000548489,0.000548489
71,1014.88,0.83171,0.98542,1.03605,0.91754,0.65565,0.83429,0.65905,0.73368,2.48394,1.02855,0.000544365,0.000544365,0.000544365
72,1030.38,0.68935,0.90327,1.0326,0.93984,0.65834,0.85214,0.65225,0.70073,2.44458,1.02071,0.000540242,0.000540242,0.000540242
73,1045.78,0.76055,1.09481,1.08569,0.96778,0.66667,0.84588,0.63187,0.76762,2.51557,1.02124,0.000536119,0.000536119,0.000536119
74,1061.2,0.67019,0.92438,1.04883,0.98718,0.66667,0.86537,0.62058,0.77385,2.44732,0.99086,0.000531995,0.000531995,0.000531995
75,1076.51,0.69611,0.9074,1.02946,0.98094,0.66667,0.88389,0.62974,0.77677,2.37846,0.98884,0.000527872,0.000527872,0.000527872
76,1092.14,0.70136,0.94431,1.02237,0.97543,0.66667,0.895,0.63647,0.8323,2.26794,1.01745,0.000523749,0.000523749,0.000523749
77,1107.56,0.68382,0.88695,1.03394,0.97338,0.66667,0.91167,0.64015,0.85134,2.18864,1.03955,0.000519625,0.000519625,0.000519625
78,1122.86,0.65874,0.95364,1.0251,0.97075,0.66667,0.82917,0.58229,0.81935,2.13129,1.04474,0.000515502,0.000515502,0.000515502
79,1138.2,0.76086,0.93311,1.03944,0.97664,0.66667,0.77917,0.61874,0.81814,2.07348,1.04947,0.000511379,0.000511379,0.000511379
80,1153.47,0.65252,0.88429,1.00253,0.97828,0.66667,0.80139,0.56858,0.86127,2.08552,1.05715,0.000507255,0.000507255,0.000507255
81,1168.91,0.66972,0.89624,1.01945,0.97801,0.66667,0.82917,0.56607,0.87807,2.10154,1.06315,0.000503132,0.000503132,0.000503132
82,1184.38,0.67447,0.9231,1.02641,0.97389,0.66667,0.77917,0.53113,0.93871,2.10994,1.08819,0.000499009,0.000499009,0.000499009
83,1199.95,0.68445,0.90312,1.03204,0.97345,0.66667,0.75179,0.55915,0.88428,2.04945,1.07308,0.000494885,0.000494885,0.000494885
84,1215.49,0.66041,0.92232,1.03515,0.97665,0.66667,0.75088,0.60833,0.73329,2.0134,1.041,0.000490762,0.000490762,0.000490762
85,1230.87,0.69834,0.84355,0.9891,0.98307,0.66667,0.75053,0.65022,0.63993,1.96031,1.02467,0.000486639,0.000486639,0.000486639
86,1246.2,0.70041,0.88723,1.00522,0.98724,0.66667,0.74703,0.68886,0.58853,1.993,0.97082,0.000482515,0.000482515,0.000482515
87,1261.67,0.69022,0.87081,1.01462,0.98587,0.66667,0.74705,0.69707,0.55201,2.00586,0.94009,0.000478392,0.000478392,0.000478392
88,1277.25,0.71785,0.83597,0.99441,0.98596,0.66667,0.74701,0.65558,0.53903,1.91149,0.9366,0.000474269,0.000474269,0.000474269
89,1293.1,0.67946,0.83474,0.99661,0.98841,0.66667,0.75121,0.59687,0.65663,2.14091,0.93193,0.000470145,0.000470145,0.000470145
90,1309.09,0.67722,0.9077,1.03164,0.98463,0.66667,0.75139,0.59191,0.6693,2.04866,0.91864,0.000466022,0.000466022,0.000466022
91,1324.56,0.72002,0.83321,1.00649,0.97994,0.66667,0.75112,0.64151,0.63284,2.02011,0.90427,0.000461898,0.000461898,0.000461898
92,1340.16,0.68862,0.85254,0.99627,0.97634,0.66667,0.75158,0.62596,0.63655,1.98748,0.9199,0.000457775,0.000457775,0.000457775
93,1356.03,0.63896,0.80601,1.0044,0.97389,0.66667,0.72408,0.63162,0.61486,1.98609,0.94567,0.000453652,0.000453652,0.000453652
94,1374.78,0.70609,0.80145,1.00851,0.97129,0.66667,0.83451,0.69259,0.63285,1.9431,0.97416,0.000449528,0.000449528,0.000449528
95,1390.72,0.67673,0.88592,1.00517,0.96815,0.66667,0.82975,0.71349,0.58405,1.93321,0.96956,0.000445405,0.000445405,0.000445405
96,1406.07,0.61268,0.75134,0.97324,0.97069,0.66667,0.82988,0.7468,0.5561,1.87317,0.9582,0.000441282,0.000441282,0.000441282
97,1421.21,0.62288,0.78707,0.98009,0.97236,0.66667,0.82985,0.76331,0.51587,1.88701,0.95034,0.000437158,0.000437158,0.000437158
98,1436.47,0.65217,0.79248,1.02813,0.97593,0.66667,0.75509,0.70414,0.64763,1.68675,0.99657,0.000433035,0.000433035,0.000433035
99,1451.63,0.61662,0.80436,0.98311,0.9766,0.66667,0.75536,0.68719,0.66878,1.64062,1.01385,0.000428912,0.000428912,0.000428912
100,1466.89,0.61485,0.76669,1.00583,0.97788,0.66667,0.75659,0.69377,0.66161,1.64943,1.02572,0.000424788,0.000424788,0.000424788
101,1482.08,0.61716,0.73511,0.98128,0.97745,0.66667,0.76033,0.68622,0.67851,1.65272,1.04338,0.000420665,0.000420665,0.000420665
102,1497.32,0.65141,0.76885,0.98076,0.97767,0.66667,0.76171,0.67027,0.73425,1.6935,1.07283,0.000416542,0.000416542,0.000416542
103,1513.72,0.63564,0.78256,1.00361,0.9785,0.66667,0.75972,0.65396,0.81263,1.73742,1.10927,0.000412418,0.000412418,0.000412418
104,1529.75,0.59128,0.73583,0.97777,0.97737,0.66667,0.76544,0.63197,0.83559,1.80391,1.12132,0.000408295,0.000408295,0.000408295
105,1545.53,0.64594,0.76886,1.03154,0.9792,0.66667,0.74841,0.64022,0.79442,1.80689,1.10686,0.000404172,0.000404172,0.000404172
106,1560.95,0.64516,0.77172,0.98799,0.98216,0.66667,0.74849,0.67364,0.72939,1.7272,1.08041,0.000400048,0.000400048,0.000400048
107,1576.33,0.68227,0.75125,1.02623,0.98154,0.66667,0.83099,0.76442,0.67664,1.77581,1.04274,0.000395925,0.000395925,0.000395925
108,1591.62,0.59594,0.76946,0.99638,0.98036,0.66667,0.88389,0.73347,0.61133,2.02644,0.97777,0.000391802,0.000391802,0.000391802
109,1606.8,0.67669,0.77913,0.99314,0.97555,0.66667,0.895,0.74203,0.61607,2.0455,0.95397,0.000387678,0.000387678,0.000387678
110,1622.11,0.66896,0.71047,0.9816,0.97654,0.66667,0.895,0.75212,0.59131,2.06201,0.93216,0.000383555,0.000383555,0.000383555
111,1637.35,0.67019,0.77289,1.00837,0.98183,0.66667,0.74819,0.65662,0.59327,1.95924,0.95227,0.000379431,0.000379431,0.000379431
112,1652.68,0.60009,0.71495,0.96956,0.98384,0.66667,0.74791,0.7061,0.64928,1.82006,1.00306,0.000375308,0.000375308,0.000375308
113,1667.84,0.57783,0.73138,1.00334,0.98531,0.66667,0.74807,0.68967,0.65092,1.807,1.01848,0.000371185,0.000371185,0.000371185
114,1683.11,0.58474,0.70762,0.97231,0.98686,0.66667,0.74813,0.68991,0.65538,1.83494,1.01564,0.000367061,0.000367061,0.000367061
115,1698.26,0.59885,0.7408,0.98986,0.98577,0.66667,0.74813,0.64843,0.66394,1.89624,1.00802,0.000362938,0.000362938,0.000362938
116,1713.62,0.58873,0.76416,0.97086,0.98392,0.66667,0.75865,0.6579,0.6536,1.86203,1.00363,0.000358815,0.000358815,0.000358815
117,1728.89,0.59631,0.71284,1.00111,0.98316,0.66667,0.75818,0.65626,0.66708,1.91971,0.99183,0.000354691,0.000354691,0.000354691
118,1743.73,0.5829,0.7439,0.95128,0.98418,0.66667,0.75774,0.63277,0.68968,1.95767,0.98679,0.000350568,0.000350568,0.000350568
119,1759.21,0.60119,0.72986,1.00684,0.98744,0.66667,0.77361,0.63436,0.69185,2.00171,0.98054,0.000346445,0.000346445,0.000346445
120,1772.81,0.53709,0.70931,0.94744,0.98517,0.66667,0.74849,0.64047,0.65367,2.04849,0.96715,0.000342321,0.000342321,0.000342321
121,1787.63,0.67148,0.79129,1.02186,0.98697,0.66667,0.68241,0.59754,0.656,2.07355,0.95705,0.000338198,0.000338198,0.000338198
122,1801.29,0.67264,0.82049,1.02384,0.98769,0.66667,0.68091,0.59619,0.64786,2.10791,0.95222,0.000334075,0.000334075,0.000334075
123,1814.8,0.55076,0.69061,0.94804,0.98746,0.66667,0.69869,0.6122,0.63621,2.12117,0.94914,0.000329951,0.000329951,0.000329951
124,1828.33,0.55022,0.70563,0.99476,0.98623,0.66667,0.72063,0.63194,0.62529,2.15082,0.9417,0.000325828,0.000325828,0.000325828
125,1842.05,0.64405,0.75978,0.99946,0.98688,0.66667,0.74826,0.64027,0.62462,2.17735,0.93507,0.000321705,0.000321705,0.000321705
126,1855.38,0.64003,0.73556,0.99144,0.98694,0.66667,0.74807,0.62353,0.65741,2.20656,0.94461,0.000317581,0.000317581,0.000317581
127,1868.7,0.62167,0.74955,1.0161,0.98653,0.66667,0.83041,0.68936,0.69515,2.26251,0.95038,0.000313458,0.000313458,0.000313458
128,1882.02,0.60553,0.78607,0.99527,0.9858,0.66667,0.85397,0.66544,0.74158,2.30151,0.96076,0.000309335,0.000309335,0.000309335
129,1895.34,0.69191,0.746,0.99869,0.98462,0.66667,0.85397,0.66182,0.75888,2.33128,0.96262,0.000305211,0.000305211,0.000305211
130,1908.79,0.63786,0.72415,0.98793,0.98508,0.66667,0.85397,0.67849,0.73222,2.17929,0.96099,0.000301088,0.000301088,0.000301088
131,1922.15,0.59608,0.68852,0.96302,0.98485,0.66667,0.77614,0.62884,0.66359,2.06706,0.95294,0.000296964,0.000296964,0.000296964
132,1935.49,0.60438,0.69979,0.97589,0.98407,0.66667,0.74777,0.65637,0.62795,2.02001,0.94726,0.000292841,0.000292841,0.000292841
133,1948.9,0.57697,0.702,0.97805,0.98366,0.66667,0.74764,0.64783,0.5993,1.96944,0.93571,0.000288718,0.000288718,0.000288718
134,1962.31,0.63565,0.70994,1.00867,0.98357,0.66667,0.74772,0.63951,0.58734,1.96865,0.92982,0.000284594,0.000284594,0.000284594
135,1975.72,0.64732,0.70189,0.99551,0.98464,0.66667,0.74764,0.64788,0.53444,1.89792,0.92564,0.000280471,0.000280471,0.000280471
136,1989.18,0.55473,0.64847,0.95793,0.98578,0.66667,0.74768,0.6646,0.54225,1.86411,0.92626,0.000276348,0.000276348,0.000276348
137,2002.53,0.59609,0.70376,0.99669,0.98641,0.66667,0.72046,0.62355,0.56231,1.89175,0.93036,0.000272224,0.000272224,0.000272224
138,2015.83,0.56138,0.65167,0.96783,0.98687,0.66667,0.72051,0.64014,0.55657,1.85139,0.92636,0.000268101,0.000268101,0.000268101
139,2029.29,0.63295,0.74213,1.00294,0.98468,0.66667,0.72057,0.6402,0.54095,1.79948,0.92711,0.000263978,0.000263978,0.000263978
140,2044.15,0.57158,0.66643,0.95345,0.98358,0.66667,0.72041,0.64006,0.53182,1.78218,0.92666,0.000259854,0.000259854,0.000259854
141,2059.52,0.50572,0.68526,1.00077,0.98057,0.66667,0.72036,0.65919,0.51801,1.74698,0.93,0.000255731,0.000255731,0.000255731
142,2073.04,0.58707,0.6776,1.00332,0.97746,0.66667,0.74772,0.67013,0.48984,1.70502,0.9322,0.000251608,0.000251608,0.000251608
143,2087.02,0.53506,0.65249,0.95742,0.97422,0.66667,0.75484,0.6607,0.47718,1.68608,0.92911,0.000247484,0.000247484,0.000247484
144,2101.42,0.55501,0.61414,0.97294,0.97449,0.66667,0.75564,0.683,0.46305,1.69652,0.91769,0.000243361,0.000243361,0.000243361
145,2115.27,0.59103,0.67087,1.01336,0.97709,0.66667,0.75774,0.70937,0.45853,1.72297,0.90995,0.000239238,0.000239238,0.000239238
146,2130.43,0.5841,0.65023,0.95049,0.98039,0.66667,0.75917,0.70142,0.4595,1.74034,0.90206,0.000235114,0.000235114,0.000235114
147,2143.84,0.5367,0.65341,0.97223,0.98359,0.66667,0.76033,0.71949,0.47465,1.76955,0.89825,0.000230991,0.000230991,0.000230991
148,2157.21,0.55665,0.66845,0.97532,0.98632,0.66667,0.76033,0.70294,0.50032,1.82609,0.89407,0.000226868,0.000226868,0.000226868
149,2170.63,0.55934,0.67468,0.95881,0.98415,0.66667,0.76098,0.68778,0.52547,1.82236,0.89052,0.000222744,0.000222744,0.000222744
150,2184.3,0.56902,0.65217,0.94687,0.98034,0.66667,0.76033,0.6708,0.55511,1.85246,0.89253,0.000218621,0.000218621,0.000218621
151,2197.66,0.5396,0.64661,0.97026,0.97824,0.66667,0.75972,0.6717,0.56646,1.87057,0.89534,0.000214497,0.000214497,0.000214497
152,2211.14,0.50929,0.64001,0.95938,0.97721,0.66667,0.76033,0.67207,0.55925,1.89282,0.89501,0.000210374,0.000210374,0.000210374
153,2224.48,0.54325,0.63748,1.00229,0.975,0.66667,0.75972,0.67174,0.55856,1.91922,0.89604,0.000206251,0.000206251,0.000206251
154,2237.93,0.50685,0.6142,0.95963,0.97768,0.66667,0.75865,0.67022,0.56858,1.95427,0.89834,0.000202127,0.000202127,0.000202127
155,2251.29,0.48461,0.59603,0.94463,0.98032,0.66667,0.77614,0.67203,0.56676,1.9378,0.89983,0.000198004,0.000198004,0.000198004
156,2264.77,0.56161,0.66488,0.94982,0.98286,0.66667,0.77614,0.66307,0.56861,1.93134,0.90201,0.000193881,0.000193881,0.000193881
157,2278.21,0.52472,0.69215,0.9915,0.98332,0.66667,0.77614,0.66457,0.56411,1.90791,0.90126,0.000189757,0.000189757,0.000189757
158,2291.41,0.55361,0.64318,0.98818,0.98399,0.66667,0.76806,0.68605,0.55836,1.87241,0.89852,0.000185634,0.000185634,0.000185634
159,2304.96,0.53586,0.63535,0.94939,0.98496,0.66667,0.76544,0.68326,0.55191,1.86188,0.90115,0.000181511,0.000181511,0.000181511
160,2318.42,0.56889,0.63898,0.97167,0.9848,0.66667,0.76338,0.68306,0.52245,1.85348,0.89718,0.000177387,0.000177387,0.000177387
161,2331.91,0.53351,0.59915,0.9727,0.98345,0.66667,0.76338,0.69123,0.52076,1.82333,0.90678,0.000173264,0.000173264,0.000173264
162,2345.23,0.51252,0.66126,0.95875,0.98226,0.66667,0.75818,0.6822,0.53827,1.80663,0.92085,0.000169141,0.000169141,0.000169141
163,2358.72,0.50123,0.64331,0.95171,0.98125,0.66667,0.74898,0.68129,0.57063,1.8213,0.93078,0.000165017,0.000165017,0.000165017
164,2372.22,0.46621,0.59087,0.92438,0.98052,0.66667,0.74887,0.68978,0.5929,1.85645,0.93711,0.000160894,0.000160894,0.000160894
165,2385.62,0.50478,0.60086,0.93122,0.98119,0.66667,0.74898,0.66501,0.62837,1.84958,0.95099,0.000156771,0.000156771,0.000156771
166,2399.05,0.49982,0.61982,0.93911,0.98265,0.66667,0.76544,0.6683,0.63377,1.83836,0.95163,0.000152647,0.000152647,0.000152647
167,2412.63,0.4814,0.58861,0.93035,0.98448,0.66667,0.76544,0.65989,0.64707,1.84998,0.95566,0.000148524,0.000148524,0.000148524
168,2426.07,0.50229,0.61525,0.94793,0.98579,0.66667,0.76338,0.6261,0.64407,1.87486,0.95228,0.000144401,0.000144401,0.000144401
169,2439.48,0.50111,0.67025,0.96259,0.98646,0.66667,0.76171,0.62574,0.65631,1.85342,0.96015,0.000140277,0.000140277,0.000140277
170,2453.04,0.5135,0.61936,0.93865,0.98684,0.66667,0.77917,0.65177,0.66198,1.83466,0.96031,0.000136154,0.000136154,0.000136154
171,2466.51,0.50159,0.62358,0.92044,0.98637,0.66667,0.8125,0.6551,0.63982,1.80989,0.95392,0.000132031,0.000132031,0.000132031
172,2479.81,0.51316,0.56898,0.94642,0.98597,0.66667,0.8125,0.66342,0.64163,1.71208,0.95853,0.000127907,0.000127907,0.000127907
173,2493.3,0.51741,0.58498,0.96069,0.98575,0.66667,0.8125,0.65505,0.62463,1.67313,0.95791,0.000123784,0.000123784,0.000123784
174,2508.31,0.50419,0.61273,0.95211,0.98511,0.66667,0.8125,0.67993,0.60835,1.63978,0.95567,0.00011966,0.00011966,0.00011966
175,2523.53,0.46746,0.57068,0.92811,0.98466,0.66667,0.8125,0.67986,0.61507,1.59997,0.95457,0.000115537,0.000115537,0.000115537
176,2536.89,0.44685,0.53471,0.92823,0.98395,0.66667,0.8125,0.6797,0.61538,1.58078,0.94716,0.000111414,0.000111414,0.000111414
177,2550.5,0.45516,0.54537,0.93571,0.98405,0.66667,0.895,0.7457,0.59671,1.59518,0.93769,0.00010729,0.00010729,0.00010729
178,2564.19,0.51271,0.5973,0.94391,0.9842,0.66667,0.895,0.7457,0.58147,1.61809,0.93057,0.000103167,0.000103167,0.000103167
179,2577.7,0.43727,0.61282,0.94746,0.98459,0.66667,0.895,0.77058,0.58722,1.64403,0.93176,9.90437e-05,9.90437e-05,9.90437e-05
180,2592.88,0.49842,0.57912,0.95384,0.98531,0.66667,0.895,0.73742,0.59436,1.66913,0.93237,9.49203e-05,9.49203e-05,9.49203e-05
181,2606.32,0.49782,0.55651,0.95617,0.98551,0.66667,0.895,0.74393,0.5934,1.69371,0.92937,9.0797e-05,9.0797e-05,9.0797e-05
182,2619.77,0.49413,0.57316,0.94214,0.98556,0.66667,0.895,0.74383,0.58582,1.71906,0.92548,8.66736e-05,8.66736e-05,8.66736e-05
183,2633.49,0.46255,0.59887,0.93079,0.98545,0.66667,0.895,0.74388,0.57918,1.71548,0.925,8.25503e-05,8.25503e-05,8.25503e-05
184,2646.95,0.45642,0.53521,0.90339,0.98541,0.66667,0.895,0.75232,0.57463,1.69427,0.92608,7.84269e-05,7.84269e-05,7.84269e-05
