epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,2136.04,0.45393,0.56666,0.9508,0.98457,0.66667,0.76667,0.64166,0.58896,1.612,0.95549,9.49203e-05,9.49203e-05,9.49203e-05
181,2147.11,0.46381,0.55767,0.92522,0.98443,0.66667,0.76964,0.64508,0.56636,1.61591,0.94379,9.0797e-05,9.0797e-05,9.0797e-05
182,2158.1,0.4841,0.53671,0.93275,0.98421,0.66667,0.76964,0.66162,0.55174,1.61003,0.94072,8.66736e-05,8.66736e-05,8.66736e-05
183,2169.41,0.46943,0.58346,0.92305,0.9842,0.66667,0.77147,0.6677,0.52895,1.61056,0.93669,8.25503e-05,8.25503e-05,8.25503e-05
184,2180.5,0.45554,0.54466,0.93406,0.98396,0.66667,0.77147,0.66496,0.51555,1.59704,0.93849,7.84269e-05,7.84269e-05,7.84269e-05
185,2191.53,0.52864,0.601,0.95629,0.98353,0.66667,0.77361,0.66625,0.50098,1.59459,0.93861,7.43036e-05,7.43036e-05,7.43036e-05
186,2202.89,0.44641,0.58869,0.91809,0.98324,0.66667,0.77614,0.66496,0.49748,1.58949,0.94017,7.01802e-05,7.01802e-05,7.01802e-05
187,2214.29,0.48854,0.58409,0.91353,0.98345,0.66667,0.77147,0.66263,0.49195,1.59072,0.94123,6.60569e-05,6.60569e-05,6.60569e-05
188,2225.57,0.45296,0.54644,0.90236,0.98391,0.66667,0.77361,0.65548,0.48655,1.59525,0.93947,6.19335e-05,6.19335e-05,6.19335e-05
189,2236.66,0.47388,0.5848,0.96167,0.98472,0.66667,0.76964,0.64559,0.48274,1.58401,0.93998,5.78102e-05,5.78102e-05,5.78102e-05
190,2247.72,0.45934,0.55987,0.93524,0.98491,0.66667,0.76806,0.64698,0.47656,1.58895,0.93774,5.36869e-05,5.36869e-05,5.36869e-05
191,2259.4,0.36793,0.68085,0.86567,0.98572,0.66667,0.76435,0.64514,0.47283,1.60219,0.93602,4.95635e-05,4.95635e-05,4.95635e-05
192,2272.08,0.43472,0.70616,0.93291,0.98625,0.66667,0.76098,0.64221,0.48086,1.62581,0.93625,4.54402e-05,4.54402e-05,4.54402e-05
193,2284.67,0.38343,0.67686,0.88191,0.98668,0.66667,0.75972,0.64168,0.48401,1.65458,0.93457,4.13168e-05,4.13168e-05,4.13168e-05
194,2295.59,0.40133,0.67104,0.92939,0.98713,0.66667,0.75774,0.63543,0.49493,1.6876,0.9339,3.71935e-05,3.71935e-05,3.71935e-05
195,2306.44,0.40003,0.64091,0.90261,0.98715,0.66667,0.73024,0.62718,0.50071,1.73221,0.93112,3.30701e-05,3.30701e-05,3.30701e-05
196,2317.91,0.449,0.73512,0.96952,0.98738,0.66667,0.73024,0.6327,0.50656,1.76693,0.92927,2.89468e-05,2.89468e-05,2.89468e-05
197,2328.84,0.49658,0.66347,0.92485,0.98746,0.66667,0.72117,0.62338,0.52185,1.80074,0.93001,2.48234e-05,2.48234e-05,2.48234e-05
198,2339.65,0.41442,0.64433,0.88616,0.9878,0.66667,0.72126,0.62344,0.52719,1.8101,0.93003,2.07001e-05,2.07001e-05,2.07001e-05
199,2351.23,0.3785,0.70112,0.95033,0.98753,0.66667,0.72148,0.62357,0.53945,1.82907,0.9308,1.65767e-05,1.65767e-05,1.65767e-05
200,2362.07,0.38668,0.65395,0.93577,0.98747,0.66667,0.7216,0.61781,0.54749,1.8397,0.93173,1.24534e-05,1.24534e-05,1.24534e-05
